,in_reply_to_status_id_str,created_at_ave_after_first_time,created_at_var,is_quote_status,time_zone,time_zone_var,has_extended_profile,default_profile,name_length_ave,created_at_ave_after_first_user,followers_count_ave,followers_count_var,favourites_count_ave,screen_name_length_ave,screen_name_length_var,verified_no,friends_count_ave,friends_count_var,geo_enabled_true,statuses_count_ave,statuses_count_var,tweets_lang_non_English,is_translation_enabled,non_url_no,urls_no,hashtags_no,symbols_no,favorite_count_ave,favorite_count_var,place_non_null,text_length_ave,retweet_count_ave,retweet_count_var,score
#goldenglobes_george_golden-20150111_221201-20150111_232952,0.010869565217391304,8357.513285024155,31228896.220837995,0.0,25.0,14.743455944129384,0.3743961352657005,0.29589371980676327,11.26328502415459,144877986.13768116,78668.14855072464,470561609867.0757,14443.19082125604,10.727053140096618,6.546272958528775,0.0748792270531401,2230.334541062802,156760239.75160882,0.5760869565217391,62805.27173913043,16855645395.306593,0.3780193236714976,0.022946859903381644,0.4166666666666667,0.9818840579710145,1.0,0.0,1.3381642512077294,286.52332609862543,0.006038647342995169,131.12922705314008,114.18961352657004,74028.11018197624,1.8666666666666667
#goldenglobes_golden_red-20150111_165955-20150111_181002,0.01707317073170732,2394.258536585366,2386863.857549077,0.0,23.0,17.74639016954194,0.35853658536585364,0.2451219512195122,11.039024390243902,150726473.40487805,49269.15,97347522879.70068,9532.30487804878,10.885365853658536,7.445395597858436,0.08170731707317073,1293.0548780487804,5147966.088451814,0.5768292682926829,54392.36829268293,7114365908.99119,0.26097560975609757,0.023170731707317073,0.47804878048780486,0.9597560975609756,0.9975609756097561,0.0,1.0304878048780488,67.49053390838786,0.003658536585365854,126.35365853658537,124.13536585365854,53934.719480963715,1.8333333333333333
#illridewithyou_australians_#sydneysiege-20141215_050122-20141215_061304,0.0025031289111389237,6418.007509386734,19695104.933610693,0.0,25.0,39.342514344432416,0.23779724655819776,0.3429286608260325,11.262828535669588,144000363.81226534,8295.648310387985,5655888717.652285,15538.227784730914,10.566958698372966,6.6009608380939255,0.02252816020025031,3764.188986232791,1691217142.774047,0.5544430538172715,41733.24906132666,9803355852.17952,0.057571964956195244,0.010012515644555695,0.3854818523153942,0.7909887359198998,0.9987484355444305,0.0,0.7083854818523154,179.9187156661723,0.0012515644555694619,138.45556946182728,761.3466833541927,426823.7684214153,1.3666666666666667
#illridewithyou_australians_muslims-20141215_090056-20141215_094723,0.00816326530612245,9301.078911564626,31794881.865881816,0.0,27.0,29.237754639270673,0.22040816326530613,0.3346938775510204,12.06938775510204,140305097.33741498,7388.29387755102,1612982343.603432,13940.126530612244,10.6,6.4223129251700755,0.0326530612244898,1950.621768707483,41021230.123607755,0.46938775510204084,99058.53197278912,67231310990.80952,0.08299319727891157,0.013605442176870748,0.46122448979591835,0.6299319727891156,0.9496598639455782,0.0,0.3224489795918367,6.365414410662225,0.00816326530612245,128.43945578231293,384.4734693877551,913104.1540580313,1.5333333333333334
#illridewithyou_sydney_#sydneysiege-20141215_071716-20141215_081304,0.026615969581749048,7087.4372623574145,24814416.668117218,0.0,21.0,42.59178244589339,0.2300380228136882,0.30228136882129275,11.600760456273765,136885371.4809886,7141.0494296577945,2620561490.1686597,11220.326996197718,10.874524714828897,6.311252150529853,0.04752851711026616,1627.3764258555134,33894736.51609825,0.5,31692.74144486692,4966141652.83429,0.06653992395437262,0.019011406844106463,0.4524714828897338,0.376425855513308,0.9847908745247148,0.0,0.5551330798479087,25.197530685711786,0.0076045627376425855,131.22243346007605,56.6958174904943,25954.21165551041,1.4666666666666666
#jesuischarlie_#charliehebdo_paris-20150107_164147-20150107_175052,0.015584415584415584,984.2389610389611,369474.0519885309,0.0,23.0,16.251543261932873,0.2987012987012987,0.32987012987012987,12.285714285714286,141538284.1909091,6811.788311688311,4268679337.1045384,18199.846753246755,10.81948051948052,7.057023106763367,0.03116883116883117,2011.3103896103896,37183694.390671276,0.5675324675324676,45230.985714285714,11111416497.590706,0.2883116883116883,0.00909090909090909,0.34675324675324676,0.18831168831168832,0.9974025974025974,0.0,0.16363636363636364,2.510885478158204,0.003896103896103896,118.96363636363637,3714.0155844155843,27525119.20235453,1.8333333333333333
#lfc_borini_goal-20150117_084653-20150117_093709,0.0038510911424903724,11993.254172015404,897985719.7428421,0.0,21.0,18.079996448822673,0.392811296534018,0.34146341463414637,10.571245186136071,155564759.12323493,22352.87676508344,136949673928.80383,9166.003851091142,10.681643132220795,6.427532088306506,0.021822849807445442,1441.8973042362002,197453250.04080147,0.6251604621309371,37378.34146341463,4849210341.957857,0.24646983311938384,0.005134788189987163,0.3196405648267009,0.1386392811296534,0.944801026957638,0.0,0.33504492939666236,21.064895087840135,0.006418485237483954,109.61745827984596,737.1745827984596,902444.8424348388,1.7666666666666666
#millionsmarchnyc_police_march-20141213_170831-20141213_181803,0.008287292817679558,9499.267955801104,46608852.698917955,0.0,23.0,13.053998561551847,0.26933701657458564,0.2803867403314917,12.203038674033149,131013313.08701657,7743.897790055249,5868313423.40668,24543.225138121546,11.001381215469614,6.667125164067016,0.006906077348066298,3018.520718232044,83584358.76890777,0.5552486187845304,69910.05524861878,13790271140.427885,0.0718232044198895,0.006906077348066298,0.425414364640884,0.8604972375690608,0.9972375690607734,0.0,0.4530386740331492,57.308568114526416,0.0013812154696132596,136.27209944751382,542.1381215469613,248924.04445834985,1.8333333333333333
#orion_launch_watch-20141205_055930-20141205_070834,0.01728110599078341,13254.921658986175,75506951.83948481,0.0,24.0,19.744548222514812,0.24769585253456222,0.32373271889400923,12.095622119815669,131871188.890553,17055.616359447005,44561005350.09591,17620.557603686637,10.753456221198157,7.425391280341486,0.03917050691244239,1917.39400921659,73548296.35627747,0.4861751152073733,46023.39746543779,15478397567.665752,0.19009216589861752,0.01728110599078341,0.4539170506912442,0.9308755760368663,0.9965437788018433,0.0,0.3248847926267281,11.740071991335553,0.0034562211981566822,126.04147465437788,1639.3248847926268,5550538.899058166,2.0
#oscarnoms_congrats_oscar-20150115_082957-20150115_091955,0.024881516587677725,16522.64691943128,602054341.354007,0.0,21.0,14.525952289369062,0.3590047393364929,0.19549763033175355,12.086492890995261,130382449.6457346,27433.796208530806,78006286433.30444,15266.388625592417,11.004739336492891,7.300925405988181,0.08886255924170616,1647.9194312796208,46817763.756541856,0.5959715639810427,39822.669431279624,8013314260.778165,0.20853080568720378,0.02014218009478673,0.5639810426540285,0.38981042654028436,0.9597156398104265,0.0,1.3874407582938388,188.18993705217758,0.01066350710900474,131.60071090047393,82.90758293838863,301036.1146818355,1.9
#oscarnoms_oscar_birdman-20150115_082957-20150115_091955,0.02,21459.296470588237,843187438.3591639,0.0,24.0,16.05634636678201,0.32823529411764707,0.24941176470588236,12.249411764705883,131864845.6,51083.19882352941,328881872812.4957,14138.311764705883,10.848235294117647,7.441673356401395,0.10235294117647059,4899.277647058823,2280686324.4758534,0.6258823529411764,59830.2,19023032723.501175,0.26705882352941174,0.007058823529411765,0.5388235294117647,0.9317647058823529,0.9894117647058823,0.0,0.49529411764705883,17.90880138408304,0.01411764705882353,124.09529411764706,44.92,4914.795952941176,1.7
#oscartrial_roux_him-20141017_021821-20141017_040749,0.050505050505050504,364880.42424242425,10333487310.291382,0.0,10.0,8.421000124703829,0.3501683501683502,0.5050505050505051,12.616161616161616,105097775.68013468,47860.979797979795,53879258877.1107,8087.511784511785,10.781144781144782,5.820789261866679,0.06397306397306397,1041.6262626262626,1711216.065707581,0.5892255892255892,41621.92592592593,4086211778.3581495,0.05723905723905724,0.003367003367003367,0.3434343434343434,0.006734006734006734,0.9225589225589226,0.0,0.36363636363636365,1.8745026017753288,0.003367003367003367,129.0976430976431,4.488215488215488,23.455248330669203,1.1666666666666667
#peshawarattack_pakistan_death-20141217_013906-20141217_031435,0.00902061855670103,9285.938144329897,43724227.01421511,0.0,24.0,17.75157086549447,0.3956185567010309,0.31829896907216493,11.481958762886597,141928154.94716495,38472.5219072165,101410146132.5382,16357.100515463917,10.755154639175258,6.519947656499099,0.06443298969072164,1464.1868556701031,14286017.525651969,0.5940721649484536,60003.801546391755,15572201653.790512,0.08118556701030928,0.01288659793814433,0.3440721649484536,0.7164948453608248,0.9252577319587629,0.0,0.5541237113402062,40.32696753108725,0.015463917525773196,131.34536082474227,114.90721649484536,38239.16664895313,1.7666666666666666
#royalrumble_match_rumble-20150125_212652-20150125_222925,0.026954177897574125,10958.266846361186,174389499.0743456,0.0,23.0,14.17194731221075,0.4380053908355795,0.3045822102425876,11.601078167115903,124028628.36253369,2133.1132075471696,140718169.73111936,13159.299191374663,11.075471698113208,6.813711030870138,0.009433962264150943,1185.121293800539,16331110.287174609,0.5808625336927223,33057.57547169811,3826610133.1957865,0.07816711590296496,0.014824797843665768,0.3921832884097035,0.14016172506738545,0.8935309973045822,0.0,0.5269541778975741,18.704799078762868,0.02830188679245283,118.79919137466307,33.02964959568733,4699.279444351611,1.6333333333333333
#sydneysiege_sydney_hostage-20141215_022450-20141215_034504,0.011583011583011582,1204.970398970399,661894.7288535091,0.0,27.0,33.269876053659836,0.24453024453024452,0.37194337194337196,11.525096525096526,140541965.77992278,12121.437580437581,11735473922.240955,16867.867438867437,10.673101673101673,6.588118178851772,0.059202059202059204,3314.7297297297296,894046209.9655643,0.5366795366795367,55741.18404118404,11631312534.67784,0.09009009009009009,0.005148005148005148,0.3281853281853282,0.9420849420849421,0.9845559845559846,0.0,0.23294723294723294,6.245606886533527,0.003861003861003861,137.6808236808237,593.5830115830116,480843.264988099,1.8666666666666667
#sydneysiege_sydney_hostages-20141215_173626-20141215_185322,0.011435832274459974,6397.466327827192,16469949.603376985,0.0,22.0,31.672677353887583,0.27573062261753495,0.34561626429479037,11.787801778907243,140937655.068615,59894.65692503177,261226882014.2762,13456.2833545108,10.875476493011435,6.744341418443625,0.06353240152477764,4675.302414231258,1496005654.0661058,0.531130876747141,58032.23888182973,17248476784.41308,0.10419313850063533,0.026683608640406607,0.39390088945362134,0.9085133418043202,0.9783989834815756,0.0,0.9059720457433291,108.81962125970142,0.0038119440914866584,130.01397712833545,96.99491740787802,43644.7725281698,1.8666666666666667
#sydneysiege_sydney_police-20141214_235644-20141215_010737,0.01948051948051948,3365.3311688311687,3202870.327989543,0.0,22.0,41.52780232754259,0.2883116883116883,0.2844155844155844,11.884415584415585,132989083.81818181,28113.4,35116627090.416626,20140.3,10.496103896103897,6.694140664530266,0.09480519480519481,2448.1857142857143,172418921.1460297,0.5662337662337662,66441.02337662337,17994161511.07997,0.09480519480519481,0.016883116883116882,0.39090909090909093,0.825974025974026,0.9714285714285714,0.0,0.6987012987012987,59.50142688480352,0.0012987012987012987,125.68051948051948,105.43896103896104,11839.030689829651,1.7333333333333334
#sydneysiege_sydney_police-20141215_103623-20141215_113554,0.008298755186721992,5676.919778699862,17017531.30753411,0.0,25.0,41.94274471093052,0.26556016597510373,0.32503457814661135,11.881051175656985,136974057.91286308,36500.63347164592,104165573955.34143,15954.315352697095,10.717842323651452,7.140304058125736,0.08160442600276625,1730.840940525588,17621617.890329406,0.5338865836791148,61791.163208852005,18434194307.732697,0.06500691562932227,0.016597510373443983,0.3969571230982019,0.9059474412171508,0.9903181189488244,0.0,0.6832641770401107,61.49995504362681,0.0027662517289073307,128.8243430152144,90.13554633471647,9513.193245448407,1.8333333333333333
after_leak_space-20150114_073222-20150114_084351,0.003592814371257485,39629.980838323354,970961615.5397525,0.0,26.0,15.751703718311878,0.19760479041916168,0.4275449101796407,12.159281437125749,169590337.48383233,19799.382035928145,40640302118.44687,16262.120958083833,10.735329341317366,7.399410520276803,0.027544910179640718,2484.894610778443,122416945.25595899,0.38203592814371257,89899.4251497006,29887045552.500683,0.20479041916167665,0.01437125748502994,0.4035928143712575,0.9724550898203593,0.1125748502994012,0.0,0.8574850299401198,360.5485517587579,0.003592814371257485,121.57125748502995,86.11616766467066,14332.327822438956,1.8333333333333333
after_minister_palestinian-20141210_041913-20141210_053649,0.0038022813688212928,2706.6337135614704,2963199.9304730278,0.0,24.0,17.308804040345624,0.2370088719898606,0.36248415716096327,11.712294043092522,146628586.36755386,8640.02154626109,3776519073.220068,11165.98732572877,10.489226869455006,7.1725708851588905,0.031685678073510776,1663.4347275031685,37285806.397830755,0.46387832699619774,103220.79340937897,64144768270.18418,0.18250950570342206,0.015209125475285171,0.394169835234474,0.8479087452471483,0.2965779467680608,0.0,0.09252217997465145,0.5985372381012046,0.0012674271229404308,127.19264892268694,176.77439797211662,131521.90854605706,1.7333333333333334
after_state_burkina-20141030_110646-20141030_120557,0.012804097311139564,30123.11907810499,63551840.07160807,0.0,24.0,13.848438260806839,0.25480153649167736,0.382842509603073,12.847631241997439,138007109.36491677,47783.038412291935,408655063214.1112,8693.03585147247,11.030729833546735,7.05411329576809,0.052496798975672214,1160.1587708066581,6768036.343549834,0.43405889884763127,188866.77336747758,104021938722.34685,0.2112676056338028,0.005121638924455826,0.4622279129321383,0.5851472471190781,0.2087067861715749,0.0,0.14596670934699105,4.232214846522976,0.0038412291933418692,120.51088348271446,36.79001280409731,2999.456545582423,1.7666666666666666
after_tahmooressi_sgt-20141101_065741-20141101_080444,0.010403120936280884,11281.353706111833,103021749.73184907,0.0,16.0,8.90771795908083,0.18855656697009102,0.44213263979193757,11.89076723016905,144398136.96098828,33660.292587776334,413689250990.83905,19539.252275682706,10.94148244473342,6.86913746425617,0.016905071521456438,4131.420026007802,251705281.7156458,0.43953185955786733,70012.05201560468,18262979994.98559,0.033810143042912875,0.010403120936280884,0.2925877763328999,0.5084525357607282,0.5734720416124838,0.0,0.9609882964889467,322.7136926513585,0.002600780234070221,129.83745123537062,227.08322496749025,31168.133515737427,1.8
age_trailer_avengers-20141023_060248-20141023_071858,0.012211668928086838,6779.40434192673,16053924.243563235,0.0,21.0,15.145166605605253,0.4151967435549525,0.25237449118046135,11.519674355495251,146165488.1668928,26560.328358208953,321726473338.77954,11012.03934871099,10.854816824966079,6.68312808720674,0.018995929443690638,2225.628222523745,240499993.78579783,0.4898236092265943,71759.05427408412,30694681045.836945,0.24287652645861602,0.014925373134328358,0.508819538670285,0.9131614654002713,0.1383989145183175,0.0,0.26322930800542743,5.474808024758409,0.004070556309362279,111.27001356852104,62.62279511533243,493246.0965224451,1.9
age_trailer_ultron-20141023_082640-20141023_092640,0.017684887459807074,7208.413183279743,17771450.1427844,0.0,20.0,15.127392189907052,0.3954983922829582,0.24758842443729903,11.458199356913184,153693478.51607716,21399.97266881029,49415908752.46708,12922.48231511254,10.890675241157556,6.717951634081544,0.01929260450160772,7154.247588424438,15189457895.22487,0.5257234726688103,87405.5803858521,41489965757.56829,0.25562700964630225,0.024115755627009645,0.4807073954983923,0.797427652733119,0.18971061093247588,0.0,0.3311897106109325,6.057515947932714,0.001607717041800643,110.35691318327974,78.38906752411576,776730.5720991305,2.0
aguero_city_bayern-20141125_163036-20141125_173141,0.012711864406779662,7293.00988700565,24012270.224478513,0.0,20.0,17.34099945338185,0.3093220338983051,0.3516949152542373,11.44915254237288,112609435.36864407,29882.909604519773,78457342277.76584,3556.151129943503,10.810734463276836,6.565873471863142,0.03531073446327684,1215.7104519774011,17919248.615314487,0.5720338983050848,71520.89406779662,27771933319.190754,0.3121468926553672,0.014124293785310734,0.3926553672316384,0.7528248587570622,0.2980225988700565,0.0,0.11440677966101695,0.6126173034568608,0.011299435028248588,122.63983050847457,41.3319209039548,7632.331918908996,1.7333333333333334
aguero_city_penalty-20141018_060115-20141018_072204,0.007633587786259542,8777.753180661577,346828514.4581642,0.0,24.0,20.361421083982414,0.3511450381679389,0.410941475826972,11.368956743002544,128282842.09160306,17101.23282442748,18560024881.908894,6964.7837150127225,10.790076335877863,6.578069459821677,0.026717557251908396,797.1437659033079,3493728.9169903984,0.5966921119592875,82052.55597964376,40858740615.89827,0.20483460559796438,0.006361323155216285,0.3524173027989822,0.43638676844783714,0.6221374045801527,0.0,0.17048346055979643,7.624879410031797,0.003816793893129771,130.26335877862596,502.33078880407123,302739.0050825838,1.9333333333333333
airasia_flight_bodies-20141230_090645-20141230_100648,0.0013812154696132596,662.6629834254144,558062.7400109887,0.0,24.0,21.761785163761793,0.20441988950276244,0.319060773480663,12.399171270718233,149401626.80248618,23060.267955801104,76770559344.7376,5398.96408839779,10.831491712707182,6.22574860352249,0.024861878453038673,3734.303867403315,972709741.1148471,0.4116022099447514,158695.72099447515,52839666155.81166,0.17679558011049723,0.011049723756906077,0.5621546961325967,0.9267955801104972,0.3729281767955801,0.0013812154696132596,0.08701657458563536,1.4164612649186534,0.0013812154696132596,114.92127071823204,22.57182320441989,7350.932686731176,1.9
airasia_flight_top-20141230_112124-20141230_124307,0.007326007326007326,64629.28693528694,3194339694.224139,0.0,25.0,19.77040723148782,0.26373626373626374,0.3772893772893773,11.727716727716727,153627908.12454212,31307.452991452992,90718925688.85585,9381.142857142857,11.048840048840049,6.737541389556043,0.057387057387057384,4728.178266178266,2824963356.2807975,0.5042735042735043,137568.7435897436,50210310255.738884,0.14652014652014653,0.014652014652014652,0.4371184371184371,0.9218559218559218,0.3089133089133089,0.0,0.12698412698412698,1.4246564722755202,0.001221001221001221,127.31257631257631,360.020757020757,394894.9140990606,1.7
airasia_missing_flight-20141230_064104-20141230_080349,0.012747875354107648,1078.0665722379604,520787.12163046,0.0,23.0,18.678095582983573,0.36827195467422097,0.32152974504249293,11.220963172804533,143226516.22946176,6640.259206798867,2780296964.599951,10434.822946175638,10.786118980169972,6.771535362614259,0.029745042492917848,1711.4886685552408,48435411.19604724,0.5325779036827195,59801.46883852691,21896390569.65413,0.1048158640226629,0.009915014164305949,0.37677053824362605,0.8441926345609065,0.2563739376770538,0.0,0.031161473087818695,0.05002046401142775,0.00424929178470255,120.03541076487252,505.3243626062323,683115.4656104294,1.9666666666666666
airasia_search_girl-20150102_222859-20150102_235457,0.0,256779.24074074073,46007838188.14575,0.0,15.0,34.24888545953361,0.4074074074074074,0.2777777777777778,12.50925925925926,67363491.94444445,40176.59259259259,39410897594.61179,15348.37037037037,10.953703703703704,6.636745541838124,0.07407407407407407,977.2314814814815,1169551.5853052125,0.5925925925925926,93836.18518518518,33818300369.854595,0.07407407407407407,0.037037037037037035,0.5277777777777778,0.9351851851851852,0.35185185185185186,0.0,0.17592592592592593,0.44127229080932784,0.0,118.12037037037037,77.83333333333333,88915.78703703705,1.6333333333333333
all-star_lillard_cousins-20150129_185017-20150129_194853,0.003952569169960474,65899.25296442688,2732762355.2838354,0.0,13.0,12.056495961505414,0.4407114624505929,0.48221343873517786,10.800395256916996,161885098.64624506,4426.262845849802,1445589284.193758,10671.191699604744,10.837944664031621,6.922354668874689,0.01383399209486166,977.8636363636364,6717736.864804168,0.5988142292490118,35060.1837944664,3529789015.3081164,0.10276679841897234,0.011857707509881422,0.25296442687747034,0.38537549407114624,0.2648221343873518,0.0,0.5889328063241107,33.068177912481055,0.001976284584980237,126.81620553359684,352.5177865612648,700496.198300239,1.6
anne_kirkbride_died-20150119_155550-20150119_165433,0.016352201257861635,28798.91320754717,1310996277.2767437,0.0,15.0,8.30145326529805,0.3371069182389937,0.3383647798742138,11.932075471698113,147741148.46792454,16034.861635220126,11528250144.904125,7925.249056603773,11.174842767295598,6.911568371504288,0.07547169811320754,2619.8427672955977,111351696.35640995,0.5660377358490566,52285.16100628931,11763638112.585398,0.08427672955974842,0.013836477987421384,0.379874213836478,0.4377358490566038,0.14339622641509434,0.0,0.49937106918238994,9.482704006961752,0.018867924528301886,123.26163522012578,73.86918238993711,35977.00930184724,1.8666666666666667
