ebola_obama_said-20141017_081818-20141017_092258,"{""compound"": -0.1678, ""neg"": 0.1347, ""neu"": 0.7789, ""pos"": 0.0866, ""compound_var"": 0.17538312922611787}"
ebola_obama_czar-20141017_123802-20141017_134846,"{""compound"": -0.046, ""neg"": 0.0554, ""neu"": 0.915, ""pos"": 0.0296, ""compound_var"": 0.09340179087859418}"
free_boko_haram-20141017_123802-20141017_134846,"{""compound"": 0.3518, ""neg"": 0.0499, ""neu"": 0.7399, ""pos"": 0.2102, ""compound_var"": 0.10860881196742059}"
news_breaking_ebola-20141017_123802-20141017_134846,"{""compound"": -0.2464, ""neg"": 0.1084, ""neu"": 0.8707, ""pos"": 0.021, ""compound_var"": 0.08132664057584163}"
ebola_obama_czar-20141017_150647-20141017_163319,"{""compound"": -0.1443, ""neg"": 0.0809, ""neu"": 0.8858, ""pos"": 0.0333, ""compound_var"": 0.13107357661709976}"
jets_breaking_trade-20141017_150647-20141017_163319,"{""compound"": 0.1915, ""neg"": 0.0041, ""neu"": 0.9316, ""pos"": 0.0643, ""compound_var"": 0.03539244539722522}"
jets_seahawks_pick-20141017_150647-20141017_163319,"{""compound"": 0.0223, ""neg"": 0.0103, ""neu"": 0.9708, ""pos"": 0.0189, ""compound_var"": 0.034365822934648536}"
aguero_city_penalty-20141018_060115-20141018_072204,"{""compound"": -0.3876, ""neg"": 0.175, ""neu"": 0.7935, ""pos"": 0.0314, ""compound_var"": 0.15884721226463538}"
arsenal_hull_team-20141018_083142-20141018_093454,"{""compound"": -0.0251, ""neg"": 0.0314, ""neu"": 0.9467, ""pos"": 0.0219, ""compound_var"": 0.0664454317430025}"
city_aguero_spurs-20141018_083142-20141018_093454,"{""compound"": 0.0605, ""neg"": 0.0359, ""neu"": 0.9107, ""pos"": 0.0534, ""compound_var"": 0.11494548526060651}"
chelsea_palace_crystal-20141018_103241-20141018_112907,"{""compound"": 0.1229, ""neg"": 0.0047, ""neu"": 0.943, ""pos"": 0.0523, ""compound_var"": 0.04328023162822252}"
goal_arsenal_hull-20141018_103241-20141018_112907,"{""compound"": -0.2138, ""neg"": 0.1153, ""neu"": 0.8627, ""pos"": 0.0219, ""compound_var"": 0.13832139781326686}"
news_breaking_girls-20141018_103241-20141018_112907,"{""compound"": 0.2022, ""neg"": 0.0351, ""neu"": 0.8509, ""pos"": 0.114, ""compound_var"": 0.10925610182134535}"
southampton_goal_sunderland-20141018_103241-20141018_112907,"{""compound"": 0.0401, ""neg"": 0.034, ""neu"": 0.9132, ""pos"": 0.0528, ""compound_var"": 0.10259272612137205}"
goal_messi_goals-20141018_144659-20141018_160512,"{""compound"": 0.1119, ""neg"": 0.0058, ""neu"": 0.9503, ""pos"": 0.0439, ""compound_var"": 0.05790650707495426}"
game_texas_alabama-20141018_172110-20141018_184018,"{""compound"": -0.0408, ""neg"": 0.0589, ""neu"": 0.8944, ""pos"": 0.0467, ""compound_var"": 0.11341614282184626}"
dame_notre_florida-20141018_200111-20141018_212201,"{""compound"": -0.078, ""neg"": 0.0793, ""neu"": 0.8699, ""pos"": 0.0509, ""compound_var"": 0.1428716790624996}"
bjp_haryana_maharashtra-20141018_223816-20141018_235231,"{""compound"": 0.2186, ""neg"": 0.0168, ""neu"": 0.8793, ""pos"": 0.1039, ""compound_var"": 0.12290125272621819}"
game_dame_notre-20141018_223816-20141018_235231,"{""compound"": 0.1275, ""neg"": 0.0356, ""neu"": 0.8902, ""pos"": 0.0742, ""compound_var"": 0.12811040451406652}"
game_fsu_notre-20141018_223816-20141018_235231,"{""compound"": 0.2797, ""neg"": 0.0488, ""neu"": 0.8111, ""pos"": 0.1401, ""compound_var"": 0.17547463715039616}"
bjp_maharashtra_congress-20141019_011258-20141019_024115,"{""compound"": 0.1642, ""neg"": 0.0295, ""neu"": 0.8771, ""pos"": 0.0934, ""compound_var"": 0.12718079052631573}"
bjp_their_maharashtra-20141019_065743-20141019_081304,"{""compound"": 0.5498, ""neg"": 0.0122, ""neu"": 0.7987, ""pos"": 0.1891, ""compound_var"": 0.09593307845614657}"
liverpool_qpr_goals-20141019_065743-20141019_081304,"{""compound"": 0.1977, ""neg"": 0.0518, ""neu"": 0.831, ""pos"": 0.1173, ""compound_var"": 0.15925336129969422}"
october_liverpool_qpr-20141019_065743-20141019_081304,"{""compound"": 0.1133, ""neg"": 0.0117, ""neu"": 0.9326, ""pos"": 0.0557, ""compound_var"": 0.08838152946745566}"
retweet_year_#amas-20141019_065743-20141019_081304,"{""compound"": 0.1728, ""neg"": 0.0105, ""neu"": 0.9243, ""pos"": 0.0652, ""compound_var"": 0.09344834137161091}"
year_artist_#amas-20141019_065743-20141019_081304,"{""compound"": 0.0732, ""neg"": 0.0093, ""neu"": 0.9564, ""pos"": 0.0343, ""compound_var"": 0.06273342053571428}"
liverpool_qpr_game-20141019_091953-20141019_102237,"{""compound"": 0.1432, ""neg"": 0.0737, ""neu"": 0.8101, ""pos"": 0.1162, ""compound_var"": 0.18249934147104893}"
man_liverpool_qpr-20141019_091953-20141019_102237,"{""compound"": 0.1618, ""neg"": 0.0398, ""neu"": 0.8713, ""pos"": 0.0889, ""compound_var"": 0.14184725646723645}"
qpr_liverpool_game-20141019_091953-20141019_102237,"{""compound"": 0.1417, ""neg"": 0.0743, ""neu"": 0.8097, ""pos"": 0.116, ""compound_var"": 0.18363642414062545}"
game_win_mccoy-20141019_154526-20141019_165640,"{""compound"": 0.3856, ""neg"": 0.0098, ""neu"": 0.8434, ""pos"": 0.1468, ""compound_var"": 0.12805054082135509}"
cowboys_#cowboysnation_game-20141019_180751-20141019_192233,"{""compound"": 0.2869, ""neg"": 0.0239, ""neu"": 0.8243, ""pos"": 0.1518, ""compound_var"": 0.17066204078431352}"
cowboys_game_giants-20141019_180751-20141019_192233,"{""compound"": 0.1076, ""neg"": 0.0365, ""neu"": 0.8842, ""pos"": 0.0793, ""compound_var"": 0.15042759765667546}"
peyton_manning_breaking-20141019_203950-20141019_215325,"{""compound"": 0.2505, ""neg"": 0.0197, ""neu"": 0.8697, ""pos"": 0.1106, ""compound_var"": 0.11812402943536325}"
peyton_manning_congrats-20141019_203950-20141019_215325,"{""compound"": 0.6091, ""neg"": 0.0092, ""neu"": 0.7362, ""pos"": 0.2547, ""compound_var"": 0.027923001916241863}"
peyton_manning_record-20141019_203950-20141019_215325,"{""compound"": 0.0053, ""neg"": 0.0252, ""neu"": 0.9455, ""pos"": 0.0293, ""compound_var"": 0.06849157574334895}"
bellingham_sad_lynda-20141020_015520-20141020_034009,"{""compound"": -0.2002, ""neg"": 0.2306, ""neu"": 0.6352, ""pos"": 0.1341, ""compound_var"": 0.27224080736180944}"
free_ebola_nigeria-20141020_015520-20141020_034009,"{""compound"": 0.3504, ""neg"": 0.0243, ""neu"": 0.7909, ""pos"": 0.1848, ""compound_var"": 0.1066216001259464}"
lynda_after_bellingham-20141020_051557-20141020_064249,"{""compound"": -0.4658, ""neg"": 0.2825, ""neu"": 0.6525, ""pos"": 0.0651, ""compound_var"": 0.21158794967148373}"
nigeria_free_ebola-20141020_051557-20141020_064249,"{""compound"": 0.3357, ""neg"": 0.0262, ""neu"": 0.7934, ""pos"": 0.1804, ""compound_var"": 0.09222981919154265}"
ebola_nigeria_free-20141020_075900-20141020_090750,"{""compound"": 0.3137, ""neg"": 0.0223, ""neu"": 0.811, ""pos"": 0.1667, ""compound_var"": 0.0877388130931678}"
god_thank_ebola-20141020_075900-20141020_090750,"{""compound"": 0.6282, ""neg"": 0.041, ""neu"": 0.594, ""pos"": 0.3649, ""compound_var"": 0.11404769158890232}"
ebola_free_sometimes-20141020_101221-20141020_111325,"{""compound"": 0.1742, ""neg"": 0.1127, ""neu"": 0.7009, ""pos"": 0.1864, ""compound_var"": 0.21811675599999994}"
oscar_renta_fashion-20141021_005137-20141021_022035,"{""compound"": 0.037, ""neg"": 0.0548, ""neu"": 0.8766, ""pos"": 0.0686, ""compound_var"": 0.16588927135844708}"
total_ceo_crash-20141021_005137-20141021_022035,"{""compound"": -0.5773, ""neg"": 0.2774, ""neu"": 0.7136, ""pos"": 0.0091, ""compound_var"": 0.051994278971292496}"
oscar_renta_fashion-20141021_035622-20141021_052319,"{""compound"": 0.136, ""neg"": 0.0459, ""neu"": 0.85, ""pos"": 0.1041, ""compound_var"": 0.20781579931385025}"
years_oscar_pistorius-20141021_035622-20141021_052319,"{""compound"": -0.3715, ""neg"": 0.2191, ""neu"": 0.7483, ""pos"": 0.0326, ""compound_var"": 0.18367724089337045}"
years_pistorius_oscar-20141021_035622-20141021_052319,"{""compound"": -0.3682, ""neg"": 0.2148, ""neu"": 0.7542, ""pos"": 0.031, ""compound_var"": 0.17816460427128325}"
could_years_oscar-20141021_063933-20141021_074840,"{""compound"": -0.1884, ""neg"": 0.1179, ""neu"": 0.8378, ""pos"": 0.0444, ""compound_var"": 0.1764001542168674}"
oscar_renta_night-20141021_063933-20141021_074840,"{""compound"": -0.1494, ""neg"": 0.1068, ""neu"": 0.834, ""pos"": 0.0592, ""compound_var"": 0.21068925518372858}"
years_pistorius_oscar-20141021_063933-20141021_074840,"{""compound"": -0.4564, ""neg"": 0.2316, ""neu"": 0.7318, ""pos"": 0.0366, ""compound_var"": 0.1318491908709165}"
years_cancer_oscar-20141021_085034-20141021_094830,"{""compound"": -0.7385, ""neg"": 0.2596, ""neu"": 0.7321, ""pos"": 0.0083, ""compound_var"": 0.01346004727272676}"
michael_sam_cowboys-20141021_152252-20141021_162823,"{""compound"": -0.0626, ""neg"": 0.0797, ""neu"": 0.8839, ""pos"": 0.0364, ""compound_var"": 0.08066268381699332}"
oscar_young_years-20141021_152252-20141021_162823,"{""compound"": -0.1001, ""neg"": 0.1067, ""neu"": 0.8192, ""pos"": 0.0742, ""compound_var"": 0.166516428372093}"
game_royals_big-20141021_194259-20141021_205242,"{""compound"": 0.0138, ""neg"": 0.052, ""neu"": 0.8896, ""pos"": 0.0584, ""compound_var"": 0.11228215659546051}"
game_series_giants-20141021_215634-20141021_225952,"{""compound"": 0.1973, ""neg"": 0.0419, ""neu"": 0.8559, ""pos"": 0.1022, ""compound_var"": 0.1550633204714639}"
liverpool_madrid_real-20141022_075603-20141022_085447,"{""compound"": 0.1312, ""neg"": 0.024, ""neu"": 0.9011, ""pos"": 0.0748, ""compound_var"": 0.07225813710365861}"
news_breaking_ebola-20141022_095002-20141022_104357,"{""compound"": 0.011, ""neg"": 0.0468, ""neu"": 0.9068, ""pos"": 0.0464, ""compound_var"": 0.10680823276510076}"
parliament_hill_shot-20141022_095002-20141022_104357,"{""compound"": -0.4254, ""neg"": 0.2166, ""neu"": 0.7517, ""pos"": 0.0317, ""compound_var"": 0.25339561714833525}"
parliament_shot_killed-20141022_095002-20141022_104357,"{""compound"": -0.6316, ""neg"": 0.288, ""neu"": 0.7084, ""pos"": 0.0036, ""compound_var"": 0.10999191889323084}"
goal_ronaldo_liverpool-20141022_145104-20141022_155639,"{""compound"": 0.2809, ""neg"": 0.0089, ""neu"": 0.8865, ""pos"": 0.1047, ""compound_var"": 0.09435978145552476}"
killed_attack_ottawa-20141022_145104-20141022_155639,"{""compound"": -0.7214, ""neg"": 0.3404, ""neu"": 0.6448, ""pos"": 0.0148, ""compound_var"": 0.08404351147286415}"
liverpool_madrid_real-20141022_145104-20141022_155639,"{""compound"": 0.0569, ""neg"": 0.0232, ""neu"": 0.9354, ""pos"": 0.0414, ""compound_var"": 0.06350143268128154}"
liverpool_real_madrid-20141022_170108-20141022_180604,"{""compound"": 0.2809, ""neg"": 0.0113, ""neu"": 0.8842, ""pos"": 0.1046, ""compound_var"": 0.11912956327893076}"
nathan_cirillo_killed-20141022_170108-20141022_180604,"{""compound"": -0.5084, ""neg"": 0.2136, ""neu"": 0.7392, ""pos"": 0.0473, ""compound_var"": 0.10990529800970888}"
game_#worldseries_royals-20141022_191513-20141022_202740,"{""compound"": 0.1683, ""neg"": 0.0189, ""neu"": 0.8935, ""pos"": 0.0876, ""compound_var"": 0.11548836822109228}"
pittsburgh_wow_game-20141022_191513-20141022_202740,"{""compound"": 0.8279, ""neg"": 0.0135, ""neu"": 0.5674, ""pos"": 0.4191, ""compound_var"": 0.035264689351851786}"
white_house_fence-20141022_191513-20141022_202740,"{""compound"": 0.1167, ""neg"": 0.0451, ""neu"": 0.8604, ""pos"": 0.0945, ""compound_var"": 0.09984990826315743}"
watch_trailer_teaser-20141022_213926-20141022_224704,"{""compound"": -0.2905, ""neg"": 0.1777, ""neu"": 0.7591, ""pos"": 0.0633, ""compound_var"": 0.05506789819406992}"
win_game_royals-20141022_213926-20141022_224704,"{""compound"": 0.4344, ""neg"": 0.0657, ""neu"": 0.7363, ""pos"": 0.198, ""compound_var"": 0.07193888657894756}"
diwali_very_wish-20141022_235459-20141023_011644,"{""compound"": 0.8517, ""neg"": 0.0062, ""neu"": 0.5073, ""pos"": 0.4865, ""compound_var"": 0.009992950684566404}"
royals_game_twitter-20141022_235459-20141023_011644,"{""compound"": 0.2212, ""neg"": 0.0149, ""neu"": 0.8892, ""pos"": 0.0959, ""compound_var"": 0.09961166295310402}"
diwali_may_very-20141023_025838-20141023_043608,"{""compound"": 0.8938, ""neg"": 0.0022, ""neu"": 0.5551, ""pos"": 0.4427, ""compound_var"": 0.014718434021605553}"
night_last_balotelli-20141023_025838-20141023_043608,"{""compound"": -0.0414, ""neg"": 0.1159, ""neu"": 0.7856, ""pos"": 0.0991, ""compound_var"": 0.10501654839887743}"
age_trailer_avengers-20141023_060248-20141023_071858,"{""compound"": 0.0536, ""neg"": 0.0447, ""neu"": 0.901, ""pos"": 0.0544, ""compound_var"": 0.08120435934871092}"
age_trailer_ultron-20141023_082640-20141023_092640,"{""compound"": 0.0241, ""neg"": 0.0588, ""neu"": 0.8863, ""pos"": 0.0548, ""compound_var"": 0.09223950340836004}"
police_man_canadian-20141023_082640-20141023_092640,"{""compound"": -0.5765, ""neg"": 0.2346, ""neu"": 0.7607, ""pos"": 0.0047, ""compound_var"": 0.07689510635416769}"
ebola_york_doctor-20141023_173055-20141023_185122,"{""compound"": 0.1375, ""neg"": 0.0744, ""neu"": 0.7919, ""pos"": 0.1337, ""compound_var"": 0.1741397589504376}"
goal_lamela_better-20141023_173055-20141023_185122,"{""compound"": 0.6687, ""neg"": 0.0134, ""neu"": 0.6618, ""pos"": 0.3248, ""compound_var"": 0.0531749032539684}"
ebola_york_nyc-20141023_201240-20141023_213156,"{""compound"": -0.1939, ""neg"": 0.0928, ""neu"": 0.8803, ""pos"": 0.0269, ""compound_var"": 0.15608575127747254}"
nash_steve_season-20141023_201240-20141023_213156,"{""compound"": -0.1649, ""neg"": 0.1001, ""neu"": 0.8841, ""pos"": 0.0159, ""compound_var"": 0.07496788086393069}"
nash_wow_steve-20141023_201240-20141023_213156,"{""compound"": 0.4174, ""neg"": 0.0723, ""neu"": 0.6833, ""pos"": 0.2445, ""compound_var"": 0.13553673299370825}"
artist_#amas_favorite-20141023_225011-20141024_001313,"{""compound"": 0.5033, ""neg"": 0.012, ""neu"": 0.7256, ""pos"": 0.2624, ""compound_var"": 0.039458841356382446}"
tonight_rivers_believe-20141023_225011-20141024_001313,"{""compound"": 0.0057, ""neg"": 0.0176, ""neu"": 0.9445, ""pos"": 0.0378, ""compound_var"": 0.020688863636363637}"
ebola_york_news-20141024_015321-20141024_033715,"{""compound"": -0.0599, ""neg"": 0.0836, ""neu"": 0.8582, ""pos"": 0.0582, ""compound_var"": 0.12984728786686872}"
ebola_york_news-20141024_051223-20141024_064009,"{""compound"": 0.0553, ""neg"": 0.0393, ""neu"": 0.8992, ""pos"": 0.0616, ""compound_var"": 0.11063582689156622}"
queen_first_tweet-20141024_075554-20141024_090342,"{""compound"": 0.0191, ""neg"": 0.0057, ""neu"": 0.9799, ""pos"": 0.0145, ""compound_var"": 0.02474252358834244}"
ebola_dallas_nurse-20141024_100532-20141024_110550,"{""compound"": 0.2798, ""neg"": 0.022, ""neu"": 0.8395, ""pos"": 0.1385, ""compound_var"": 0.12852898468630097}"
louis_ebola_nurse-20141024_170629-20141024_181626,"{""compound"": -0.2679, ""neg"": 0.1348, ""neu"": 0.8652, ""pos"": 0.0, ""compound_var"": 0.03591199666666664}"
beijing_music_wave-20141025_045512-20141025_062430,"{""compound"": 0.0058, ""neg"": 0.0057, ""neu"": 0.9837, ""pos"": 0.0105, ""compound_var"": 0.01545408709923664}"
beijing_music_wave-20141025_074500-20141025_085012,"{""compound"": 0.0226, ""neg"": 0.0027, ""neu"": 0.9868, ""pos"": 0.0106, ""compound_var"": 0.017174782686335408}"
ebola_news_check-20141025_074500-20141025_085012,"{""compound"": 0.0069, ""neg"": 0.0382, ""neu"": 0.9243, ""pos"": 0.0376, ""compound_var"": 0.07763048541055717}"
music_beijing_wave-20141025_094413-20141025_103517,"{""compound"": 0.0051, ""neg"": 0.0076, ""neu"": 0.9842, ""pos"": 0.0082, ""compound_var"": 0.010634677352024922}"
madrid_real_goals-20141025_134937-20141025_144809,"{""compound"": 0.375, ""neg"": 0.0073, ""neu"": 0.8101, ""pos"": 0.1826, ""compound_var"": 0.169686411910498}"
moment_jack_bruce-20141025_134937-20141025_144809,"{""compound"": 0.2003, ""neg"": 0.041, ""neu"": 0.8412, ""pos"": 0.1177, ""compound_var"": 0.13020912253333336}"
madrid_win_team-20141025_155214-20141025_165815,"{""compound"": 0.6208, ""neg"": 0.002, ""neu"": 0.6868, ""pos"": 0.3112, ""compound_var"": 0.008746913590389982}"
game_royals_giants-20141025_203414-20141025_214728,"{""compound"": 0.153, ""neg"": 0.0229, ""neu"": 0.8929, ""pos"": 0.0843, ""compound_var"": 0.12551126781402905}"
game_tonight_lsu-20141025_203414-20141025_214728,"{""compound"": 0.0956, ""neg"": 0.0809, ""neu"": 0.8002, ""pos"": 0.1189, ""compound_var"": 0.1957258028040972}"
game_ole_lsu-20141025_225643-20141026_000619,"{""compound"": -0.1739, ""neg"": 0.1795, ""neu"": 0.7191, ""pos"": 0.1013, ""compound_var"": 0.18643212671787765}"
giants_game_series-20141025_225643-20141026_000619,"{""compound"": 0.0673, ""neg"": 0.0234, ""neu"": 0.9337, ""pos"": 0.0429, ""compound_var"": 0.09011331167682922}"
state_penn_game-20141025_225643-20141026_000619,"{""compound"": 0.1268, ""neg"": 0.0513, ""neu"": 0.8517, ""pos"": 0.0971, ""compound_var"": 0.15556214460823375}"
united_chelsea_manchester-20141026_040958-20141026_052917,"{""compound"": 0.3691, ""neg"": 0.0236, ""neu"": 0.7728, ""pos"": 0.2037, ""compound_var"": 0.056857196559765344}"
chelsea_united_man-20141026_064410-20141026_075114,"{""compound"": 0.4296, ""neg"": 0.0478, ""neu"": 0.7263, ""pos"": 0.2258, ""compound_var"": 0.1085889297976387}"
test_pakistan_sunday-20141026_064410-20141026_075114,"{""compound"": 0.1798, ""neg"": 0.0319, ""neu"": 0.8857, ""pos"": 0.0824, ""compound_var"": 0.08952732249999998}"
united_chelsea_manchester-20141026_064410-20141026_075114,"{""compound"": 0.4157, ""neg"": 0.0106, ""neu"": 0.7219, ""pos"": 0.2675, ""compound_var"": 0.052831605524078146}"
chelsea_united_man-20141026_085134-20141026_094558,"{""compound"": 0.3549, ""neg"": 0.0541, ""neu"": 0.7434, ""pos"": 0.2025, ""compound_var"": 0.08375162319999882}"
chelsea_man_utd-20141026_122223-20141026_131853,"{""compound"": 0.0168, ""neg"": 0.0098, ""neu"": 0.9738, ""pos"": 0.0164, ""compound_var"": 0.029381308990825677}"
falcons_lions_game-20141026_122223-20141026_131853,"{""compound"": 0.0846, ""neg"": 0.0693, ""neu"": 0.8309, ""pos"": 0.0997, ""compound_var"": 0.1784169468688114}"
smith_vick_jets-20141026_122223-20141026_131853,"{""compound"": -0.0465, ""neg"": 0.0293, ""neu"": 0.959, ""pos"": 0.0117, ""compound_var"": 0.028278198719346042}"
united_chelsea_van-20141026_122223-20141026_131853,"{""compound"": 0.3795, ""neg"": 0.0151, ""neu"": 0.8125, ""pos"": 0.1724, ""compound_var"": 0.07542145283159427}"
bears_brady_game-20141026_141633-20141026_151900,"{""compound"": 0.0429, ""neg"": 0.0136, ""neu"": 0.9586, ""pos"": 0.0278, ""compound_var"": 0.03904030261997403}"
benjamin_kelvin_sherman-20141026_141633-20141026_151900,"{""compound"": 0.1869, ""neg"": 0.0185, ""neu"": 0.8978, ""pos"": 0.0837, ""compound_var"": 0.11993885759722181}"
big_ben_game-20141026_162345-20141026_173013,"{""compound"": 0.1734, ""neg"": 0.0414, ""neu"": 0.858, ""pos"": 0.1003, ""compound_var"": 0.10042572569934632}"
brady_tom_season-20141026_162345-20141026_173013,"{""compound"": 0.2575, ""neg"": 0.0043, ""neu"": 0.894, ""pos"": 0.1017, ""compound_var"": 0.12981906444298852}"
brown_antonio_great-20141026_162345-20141026_173013,"{""compound"": 0.5478, ""neg"": 0.0035, ""neu"": 0.7987, ""pos"": 0.1977, ""compound_var"": 0.06500759665374245}"
news_senzo_meyiwa-20141026_162345-20141026_173013,"{""compound"": -0.515, ""neg"": 0.2224, ""neu"": 0.7523, ""pos"": 0.0254, ""compound_var"": 0.10849882466007471}"
steelers_colts_uniforms-20141026_162345-20141026_173013,"{""compound"": 0.2637, ""neg"": 0.0456, ""neu"": 0.8248, ""pos"": 0.1296, ""compound_var"": 0.16158111324503538}"
ben_game_yards-20141026_183016-20141026_192928,"{""compound"": -0.001, ""neg"": 0.0167, ""neu"": 0.9663, ""pos"": 0.017, ""compound_var"": 0.04005820993630576}"
game_ben_big-20141026_183016-20141026_192928,"{""compound"": 0.1663, ""neg"": 0.0403, ""neu"": 0.8628, ""pos"": 0.0968, ""compound_var"": 0.09860783886274503}"
president_rousseff_dilma-20141026_183016-20141026_192928,"{""compound"": 0.1574, ""neg"": 0.012, ""neu"": 0.9001, ""pos"": 0.0879, ""compound_var"": 0.08994574548271742}"
oscar_taveras_family-20141026_203427-20141026_214132,"{""compound"": 0.7425, ""neg"": 0.0117, ""neu"": 0.7266, ""pos"": 0.2616, ""compound_var"": 0.09482766350764338}"
taveras_oscar_cardinals-20141026_203427-20141026_214132,"{""compound"": -0.1922, ""neg"": 0.1584, ""neu"": 0.792, ""pos"": 0.0495, ""compound_var"": 0.2684608676501298}"
game_bumgarner_series-20141026_224555-20141026_234944,"{""compound"": 0.2193, ""neg"": 0.0286, ""neu"": 0.8596, ""pos"": 0.1117, ""compound_var"": 0.12894862787179434}"
last_taveras_bat-20141026_224555-20141026_234944,"{""compound"": -0.0731, ""neg"": 0.0234, ""neu"": 0.9731, ""pos"": 0.0035, ""compound_var"": 0.03439803906303237}"
saints_packers_game-20141026_224555-20141026_234944,"{""compound"": 0.0612, ""neg"": 0.039, ""neu"": 0.8958, ""pos"": 0.0652, ""compound_var"": 0.12076615408740314}"
senzo_south_meyiwa-20141027_010908-20141027_024639,"{""compound"": -0.4977, ""neg"": 0.2142, ""neu"": 0.7613, ""pos"": 0.0245, ""compound_var"": 0.15101752425249082}"
kim_park_winner-20141027_042412-20141027_055036,"{""compound"": 0.806, ""neg"": 0.0045, ""neu"": 0.6435, ""pos"": 0.352, ""compound_var"": 0.013384295621416742}"
ready_oscar_taveras-20141027_070451-20141027_080958,"{""compound"": 0.0833, ""neg"": 0.0691, ""neu"": 0.8057, ""pos"": 0.1251, ""compound_var"": 0.11789437153846159}"
senzo_meyiwa_seen-20141027_070451-20141027_080958,"{""compound"": -0.0654, ""neg"": 0.1396, ""neu"": 0.742, ""pos"": 0.1184, ""compound_var"": 0.30555364599999996}"
houston_team_bears-20141027_132933-20141027_145046,"{""compound"": 0.5357, ""neg"": 0.0107, ""neu"": 0.8256, ""pos"": 0.1637, ""compound_var"": 0.030596343106156942}"
vick_michael_start-20141027_160923-20141027_172837,"{""compound"": 0.0419, ""neg"": 0.0047, ""neu"": 0.9757, ""pos"": 0.0196, ""compound_var"": 0.03625751030456853}"
villa_goal_qpr-20141027_160923-20141027_172837,"{""compound"": 0.1867, ""neg"": 0.0327, ""neu"": 0.8777, ""pos"": 0.0896, ""compound_var"": 0.09069597190715128}"
colt_mccoy_game-20141027_212117-20141027_223624,"{""compound"": 0.4998, ""neg"": 0.0081, ""neu"": 0.7984, ""pos"": 0.1936, ""compound_var"": 0.09852607258698978}"
romo_tony_game-20141027_212117-20141027_223624,"{""compound"": 0.0208, ""neg"": 0.0871, ""neu"": 0.8428, ""pos"": 0.0701, ""compound_var"": 0.15228984358789557}"
